id,name,is_subtechnique,tactics,platforms,description
T1497.001,System Checks,True,stealth|discovery,Linux|macOS|Windows,Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversa
T1497.002,User Activity Based Checks,True,stealth|discovery,Linux|macOS|Windows,Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the 
T1497.003,Time Based Checks,True,stealth|discovery,Linux|macOS|Windows,"Adversaries may employ various time-based methods to detect virtualization and analysis environments, particularly those that attempt to manipulate time mechanisms to simulate longer elapses of time. This may include enumerating time-based properties, such as uptime or the system"
T1498,Network Denial of Service,False,impact,Windows|IaaS|Linux|macOS|Containers,"Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific websites, email services, DNS"
T1498.001,Direct Network Flood,True,impact,Windows|IaaS|Linux|macOS,Adversaries may attempt to cause a denial of service (DoS) by directly sending a high-volume of network traffic to a target. This DoS attack may also reduce the availability and functionality of the targeted system(s) and network. [Direct Network Flood](https://attack.mitre.org/t
T1498.002,Reflection Amplification,True,impact,Windows|IaaS|Linux|macOS,Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target. This type of Network DoS takes advantage of a third-party server intermediary that hosts and will respond to a given spoofed source IP address. This third-party 
T1499,Endpoint Denial of Service,False,impact,Windows|Linux|macOS|Containers|IaaS,Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a persistent crash condition
T1499.001,OS Exhaustion Flood,True,impact,Linux|macOS|Windows,Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS). A system's OS is responsible for managing the finite resources as well as preventing the entire system from being overwhelmed by excessive demands on its capacity. These attacks
T1499.002,Service Exhaustion Flood,True,impact,Windows|IaaS|Linux|macOS,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as well.(Citation: Arbor AnnualDoSreport Jan 2018) Web server softw"
T1499.003,Application Exhaustion Flood,True,impact,Windows|IaaS|Linux|macOS,"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications. For example, specific features in web applications may be highly resource intensive. Repeated requests to those features may be able "
T1499.004,Application or System Exploitation,True,impact,Windows|IaaS|Linux|macOS,"Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users. (Citation: Sucuri BIND9 August 2015) Some systems may automatically restart critical applications and services when crashes occur, but they can likely"
T1505,Server Software Component,False,persistence,Windows|Linux|macOS|Network Devices|ESXi,Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main applic
T1505.001,SQL Stored Procedures,True,persistence,Windows|Linux,Adversaries may abuse SQL stored procedures to establish persistent access to systems. SQL Stored Procedures are code that can be saved and reused so that database users do not waste time rewriting frequently used SQL queries. Stored procedures can be invoked via SQL statements t
T1505.002,Transport Agent,True,persistence,Linux|Windows,"Adversaries may abuse Microsoft transport agents to establish persistent access to systems. Microsoft Exchange transport agents can operate on email messages passing through the transport pipeline to perform various tasks such as filtering spam, filtering malicious attachments, j"
T1505.003,Web Shell,True,persistence,Linux|macOS|Network Devices|Windows,Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to access the Web server as a gateway into a network. A Web shell may provide a set 
T1505.004,IIS Components,True,persistence,Windows,"Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence. IIS provides several mechanisms to extend the functionality of the web servers. For example, Internet Server Application Programming Interface (ISAPI"
T1505.005,Terminal Services DLL,True,persistence,Windows,"Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services, renamed to Remote Desktop Services in some Windows Server OSs as of 2022, enable remote terminal connections to hosts. Terminal Services allows servers to tr"
T1505.006,vSphere Installation Bundles,True,persistence,ESXi,Adversaries may abuse vSphere Installation Bundles (VIBs) to establish persistent access to ESXi hypervisors. VIBs are collections of files used for software distribution and virtual system management in VMware environments. Since ESXi uses an in-memory filesystem where changes m
T1518,Software Discovery,False,discovery,ESXi|IaaS|Linux|macOS|Windows,Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from [Software Discovery](https://attack.mitre.org/techniques/T1518) during automated discovery to shape follow
T1518.001,Security Software Discovery,True,discovery,IaaS|Linux|macOS|Windows,"Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may include things such as cloud monitoring agents and anti-virus. Adversaries may use the information from ["
T1518.002,Backup Software Discovery,True,discovery,Windows|macOS|Linux,"Adversaries may attempt to get a listing of backup software or configurations that are installed on a system. Adversaries may use this information to shape follow-on behaviors, such as [Data Destruction](https://attack.mitre.org/techniques/T1485), [Inhibit System Recovery](https:"
T1525,Implant Internal Image,False,persistence,IaaS|Containers,"Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as popular container runtime"
T1526,Cloud Service Discovery,False,discovery,IaaS|Identity Provider|Office Suite|SaaS,"An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-service (SaaS). Many services exist throughout the various cloud "
T1528,Steal Application Access Token,False,credential-access,Containers|IaaS|Identity Provider|Office Suite|SaaS,Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.
T1529,System Shutdown/Reboot,False,impact,ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot of a machine or network device. In some cases, these commands may also be used to initiate a shutdown/"
T1530,Data from Cloud Storage,False,collection,IaaS|Office Suite|SaaS,Adversaries may access data from cloud storage.
T1531,Account Access Removal,False,impact,Linux|macOS|Windows|SaaS|IaaS|Office Suite|ESXi,"Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users. Accounts may be deleted, locked, or manipulated (ex: changed credentials, revoked permissions for SaaS platforms such as Sharepoint) to remove acc"
T1534,Internal Spearphishing,False,lateral-movement,Linux|macOS|Office Suite|SaaS|Windows,"After they already have access to accounts or systems within the environment, adversaries may use internal spearphishing to gain access to additional information or compromise other users within the same organization. Internal spearphishing is multi-staged campaign where a legiti"
T1535,Unused/Unsupported Cloud Regions,False,stealth,IaaS,Adversaries may create cloud instances in unused geographic service regions in order to evade detection. Access is usually obtained through compromising accounts used to manage cloud infrastructure.
T1537,Transfer Data to Cloud Account,False,exfiltration,IaaS|Office Suite|SaaS,"Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and creating backups of cloud environments, to another cloud account they control on the same service."
T1538,Cloud Service Dashboard,False,discovery,IaaS|SaaS|Office Suite|Identity Provider,"An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features. For example, the GCP Command Center can be used to view all assets, review findings of "
T1539,Steal Web Session Cookie,False,credential-access,Linux|macOS|Office Suite|SaaS|Windows,An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials. Web applications and services often use session cookies as an authentication token after a 
T1542,Pre-OS Boot,False,stealth|persistence,Linux|macOS|Network Devices|Windows,"Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During the booting process of a computer, firmware and various startup services are loaded before the operating system. These programs control flow of execution before the operating system"
T1542.001,System Firmware,True,stealth|persistence,Network Devices|Windows,Adversaries may modify system firmware to persist on systems.The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firmware that operate as the software interface between the operati
T1542.002,Component Firmware,True,stealth|persistence,Windows|Linux|macOS,Adversaries may modify component firmware to persist on systems. Some adversaries may employ sophisticated means to compromise computer components and install malicious firmware that will execute adversary code outside of the operating system and main system firmware or BIOS. Thi
T1542.003,Bootkit,True,stealth|persistence,Linux|Windows,"Adversaries may use bootkits to persist on systems. A bootkit is a malware variant that modifies the boot sectors of a hard drive, allowing malicious code to execute before a computer's operating system has loaded. Bootkits reside at a layer below the operating system and may mak"
T1542.004,ROMMONkit,True,stealth|persistence,Network Devices,Adversaries may abuse the ROM Monitor (ROMMON) by loading an unauthorized firmware with adversary code to provide persistent access and manipulate device behavior that is difficult to detect. (Citation: Cisco Synful Knock Evolution)(Citation: Cisco Blog Legacy Device Attacks)
T1542.005,TFTP Boot,True,stealth|persistence,Network Devices,Adversaries may abuse netbooting to load an unauthorized network device operating system from a Trivial File Transfer Protocol (TFTP) server. TFTP boot (netbooting) is commonly used by network administrators to load configuration-controlled network device images from a centralize
T1543,Create or Modify System Process,False,persistence|privilege-escalation,Containers|Linux|macOS|Windows,"Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence. When operating systems boot up, they can start processes that perform background system functions. On Windows and Linux, these system processes are referred to"
T1543.001,Launch Agent,True,persistence|privilege-escalation,macOS,"Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence. When a user logs in, a per-user launchd process is started which loads the parameters for each launch-on-demand user agent from the property list (.plist) file found in"
T1543.002,Systemd Service,True,persistence|privilege-escalation,Linux,Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence. Systemd is a system and service manager commonly used for managing background daemon processes (also known as services) and other system resources.(Citation: Linux m
T1543.003,Windows Service,True,persistence|privilege-escalation,Windows,"Adversaries may create or modify Windows services to repeatedly execute malicious payloads as part of persistence. When Windows boots up, it starts programs or applications called services that perform background system functions.(Citation: TechNet Services) Windows service confi"
T1543.004,Launch Daemon,True,persistence|privilege-escalation,macOS,"Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence. Launch Daemons are plist files used to interact with Launchd, the service management framework used by macOS. Launch Daemons require elevated privileges to install, are executed "
T1543.005,Container Service,True,persistence|privilege-escalation,Containers,"Adversaries may create or modify container or container cluster management tools that run as daemons, agents, or services on individual hosts. These include software for creating and managing individual containers, such as Docker and Podman, as well as container cluster node-leve"
T1546,Event Triggered Execution,False,privilege-escalation|persistence,Linux|macOS|Windows|SaaS|IaaS|Office Suite,Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events. Various operating systems have means to monitor and subscribe to events such as logons or other user activity such as running specific applicat
T1546.001,Change Default File Association,True,privilege-escalation|persistence,Windows,"Adversaries may establish persistence by executing malicious content triggered by a file type association. When a file is opened, the default program used to open the file (also called the file association or handler) is checked. File association selections are stored in the Wind"
T1546.002,Screensaver,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence by executing malicious content triggered by user inactivity. Screensavers are programs that execute after a configurable time of user inactivity and consist of Portable Executable (PE) files with a .scr file extension.(Citation: Wikipedia Scr
T1546.003,Windows Management Instrumentation Event Subscription,True,privilege-escalation|persistence,Windows,"Adversaries may establish persistence and elevate privileges by executing malicious content triggered by a Windows Management Instrumentation (WMI) event subscription. WMI can be used to install event filters, providers, consumers, and bindings that execute code when a defined ev"
T1546.004,Unix Shell Configuration Modification,True,privilege-escalation|persistence,Linux|macOS,"Adversaries may establish persistence through executing malicious commands triggered by a user’s shell. User [Unix Shell](https://attack.mitre.org/techniques/T1059/004)s execute several configuration scripts at different points throughout the session based on events. For example,"
T1546.005,Trap,True,privilege-escalation|persistence,macOS|Linux,Adversaries may establish persistence by executing malicious content triggered by an interrupt signal. The <code>trap</code> command allows programs and shells to specify commands that will be executed upon receiving interrupt signals. A common situation is a script allowing for 
T1546.006,LC_LOAD_DYLIB Addition,True,privilege-escalation|persistence,macOS,Adversaries may establish persistence by executing malicious content triggered by the execution of tainted binaries. Mach-O binaries have a series of headers that are used to perform certain operations when a binary is loaded. The LC_LOAD_DYLIB header in a Mach-O binary tells mac
T1546.007,Netsh Helper DLL,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence by executing malicious content triggered by Netsh Helper DLLs. Netsh.exe (also referred to as Netshell) is a command-line scripting utility used to interact with the network configuration of a system. It contains functionality to add helper D
T1546.008,Accessibility Features,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features. Windows contains accessibility features that may be launched with a key combination before a user has logged in (ex: when the user is on the Windows
T1546.009,AppCert DLLs,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the <code>AppCertDLLs</code> Registry key under <code>HKEY_LOCAL_MACHINE\System\Curr
T1546.010,AppInit DLLs,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the <code>AppInit_DLLs</code> value in the Registry keys <code>HKEY_LOCAL_MACHINE\So
T1546.011,Application Shimming,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims. The Microsoft Windows Application Compatibility Infrastructure/Framework (Application Shim) was created to allow for backward compatibility of software a
T1546.012,Image File Execution Options Injection,True,privilege-escalation|persistence,Windows,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by Image File Execution Options (IFEO) debuggers. IFEOs enable a developer to attach a debugger to an application. When a process is created, a debugger present in an applicat"
T1546.013,PowerShell Profile,True,privilege-escalation|persistence,Windows,Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles. A PowerShell profile  (<code>profile.ps1</code>) is a script that runs when [PowerShell](https://attack.mitre.org/techniques/T1059/001) starts and can be used 
T1546.014,Emond,True,privilege-escalation|persistence,macOS,"Adversaries may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond). Emond is a [Launch Daemon](https://attack.mitre.org/techniques/T1543/004) that accepts events from various services, runs them through a simple ru"
T1546.015,Component Object Model Hijacking,True,privilege-escalation|persistence,Windows,Adversaries may establish persistence by executing malicious content triggered by hijacked references to Component Object Model (COM) objects. COM is a system within Windows to enable interaction between software components through the operating system.(Citation: Microsoft Compon
T1546.016,Installer Packages,True,privilege-escalation|persistence,Linux|macOS|Windows,Adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content. Installer packages are OS specific and contain the resources an operating system needs to install applications on a system. Installer packages can inc
T1546.017,Udev Rules,True,persistence|privilege-escalation,Linux,"Adversaries may maintain persistence through executing malicious content triggered using udev rules. Udev is the Linux kernel device manager that dynamically manages device nodes, handles access to pseudo-device files in the `/dev` directory, and responds to hardware events, such"
T1546.018,Python Startup Hooks,True,persistence|privilege-escalation,Linux|macOS|Windows,"Adversaries may achieve persistence by leveraging Python’s startup mechanisms, including path configuration (`.pth`) files and the `sitecustomize.py` or `usercustomize.py` modules. These files are automatically processed during the initialization of the Python interpreter, allowi"
T1547,Boot or Logon Autostart Execution,False,persistence|privilege-escalation,Linux|macOS|Windows|Network Devices,Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or acc
T1547.001,Registry Run Keys / Startup Folder,True,persistence|privilege-escalation,Windows,"Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in.(Citation: Microsoft Run"
T1547.002,Authentication Package,True,persistence|privilege-escalation,Windows,Adversaries may abuse authentication packages to execute DLLs when the system boots. Windows authentication package DLLs are loaded by the Local Security Authority (LSA) process at system start. They provide support for multiple logon processes and multiple security protocols to 
T1547.003,Time Providers,True,persistence|privilege-escalation,Windows,Adversaries may abuse time providers to execute DLLs when the system boots. The Windows Time service (W32Time) enables time synchronization across and within domains.(Citation: Microsoft W32Time Feb 2018) W32Time time providers are responsible for retrieving time stamps from hard
T1547.004,Winlogon Helper DLL,True,persistence|privilege-escalation,Windows,Adversaries may abuse features of Winlogon to execute DLLs and/or executables when a user logs in. Winlogon.exe is a Windows component responsible for actions at logon/logoff as well as the secure attention sequence (SAS) triggered by Ctrl-Alt-Delete. Registry entries in <code>HK
T1547.005,Security Support Provider,True,persistence|privilege-escalation,Windows,"Adversaries may abuse security support providers (SSPs) to execute DLLs when the system boots. Windows SSP DLLs are loaded into the Local Security Authority (LSA) process at system start. Once loaded into the LSA, SSP DLLs have access to encrypted and plaintext passwords that are"
T1547.006,Kernel Modules and Extensions,True,persistence|privilege-escalation,macOS|Linux,Adversaries may modify the kernel to automatically execute programs on system boot. Loadable Kernel Modules (LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand. They extend the functionality of the kernel without the need to reboot the system. Fo
T1547.007,Re-opened Applications,True,persistence|privilege-escalation,macOS,"Adversaries may modify plist files to automatically run an application when a user logs in. When a user logs out or restarts via the macOS Graphical User Interface (GUI), a prompt is provided to the user with a checkbox to ""Reopen windows when logging back in"".(Citation: Re-Open "
T1547.008,LSASS Driver,True,persistence|privilege-escalation,Windows,Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems. The Windows security subsystem is a set of components that manage and enforce the security policy for a computer or domain. The Local Security Authority (LSA) is the main component responsib
T1547.009,Shortcut Modification,True,persistence|privilege-escalation,Windows,Adversaries may create or modify shortcuts that can execute a program during system boot or user login. Shortcuts or symbolic links are used to reference other files or programs that will be opened or executed when the shortcut is clicked or executed by a system startup process.
T1547.010,Port Monitors,True,persistence|privilege-escalation,Windows,Adversaries may use port monitors to run an adversary supplied DLL during system boot for persistence or privilege escalation. A port monitor can be set through the <code>AddMonitor</code> API call to set a DLL to be loaded at startup.(Citation: AddMonitor) This DLL can be locate
T1547.012,Print Processors,True,persistence|privilege-escalation,Windows,"Adversaries may abuse print processors to run malicious DLLs during system boot for persistence and/or privilege escalation. Print processors are DLLs that are loaded by the print spooler service, `spoolsv.exe`, during boot.(Citation: Microsoft Intro Print Processors)"
T1547.013,XDG Autostart Entries,True,persistence|privilege-escalation,Linux,Adversaries may add or modify XDG Autostart Entries to execute malicious programs or commands when a user’s desktop environment is loaded at login. XDG Autostart entries are available for any XDG-compliant Linux system. XDG Autostart entries use Desktop Entry files (`.desktop`) t
T1547.014,Active Setup,True,persistence|privilege-escalation,Windows,Adversaries may achieve persistence by adding a Registry key to the Active Setup of the local machine. Active Setup is a Windows mechanism that is used to execute programs when a user logs in. The value stored in the Registry key will be executed after a user logs into the comput
T1547.015,Login Items,True,persistence|privilege-escalation,macOS,"Adversaries may add login items to execute upon user login to gain persistence or escalate privileges. Login items are applications, documents, folders, or server connections that are automatically launched when a user logs in.(Citation: Open Login Items Apple) Login items can be"
T1548,Abuse Elevation Control Mechanism,False,privilege-escalation,Linux|macOS|Windows|IaaS|Office Suite|Identity Provider,Adversaries may circumvent mechanisms designed to control privilege elevation to gain higher-level permissions. Most modern systems contain native elevation control mechanisms that are intended to limit privileges that a user can perform on a machine. Authorization has to be gran
T1548.001,Setuid and Setgid,True,privilege-escalation,Linux|macOS,"An adversary may abuse configurations where an application has the setuid or setgid bits set in order to get code running in a different (and possibly more privileged) user’s context. On Linux or macOS, when the setuid or setgid bits are set for an application binary, the applica"
T1548.002,Bypass User Account Control,True,privilege-escalation,Windows,"Adversaries may bypass UAC mechanisms to elevate process privileges on system. Windows User Account Control (UAC) allows a program to elevate its privileges (tracked as integrity levels ranging from low to high) to perform a task under administrator-level permissions, possibly by"
T1548.003,Sudo and Sudo Caching,True,privilege-escalation,Linux|macOS,Adversaries may perform sudo caching and/or use the sudoers file to elevate privileges. Adversaries may do this to execute commands as other users or spawn processes with higher privileges.
T1548.004,Elevated Execution with Prompt,True,privilege-escalation,macOS,Adversaries may leverage the <code>AuthorizationExecuteWithPrivileges</code> API to escalate privileges by prompting the user for credentials.(Citation: AppleDocs AuthorizationExecuteWithPrivileges) The purpose of this API is to give application developers an easy way to perform 
T1548.005,Temporary Elevated Cloud Access,True,privilege-escalation,IaaS|Office Suite|Identity Provider,"Adversaries may abuse permission configurations that allow them to gain temporarily elevated access to cloud resources. Many cloud environments allow administrators to grant user or service accounts permission to request just-in-time access to roles, impersonate other accounts, p"
T1548.006,TCC Manipulation,True,privilege-escalation,macOS,"Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database to grant malicious executables elevated permissions. TCC is a Privacy & Security macOS control mechanism used to determine if the running process has permission to access the data o"
T1550,Use Alternate Authentication Material,False,lateral-movement,Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows,"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls. "
T1550.001,Application Access Token,True,lateral-movement,Containers|IaaS|Identity Provider|Office Suite|SaaS,"Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems. These tokens are typically stolen from users or services and used in lieu of login credentials."
T1550.002,Pass the Hash,True,lateral-movement,Windows,"Adversaries may “pass the hash” using stolen password hashes to move laterally within an environment, bypassing normal system access controls. Pass the hash (PtH) is a method of authenticating as a user without having access to the user's cleartext password. This method bypasses "
T1550.003,Pass the Ticket,True,lateral-movement,Windows,"Adversaries may “pass the ticket” using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls. Pass the ticket (PtT) is a method of authenticating to a system using Kerberos tickets without having access to an account's password."
T1550.004,Web Session Cookie,True,lateral-movement,IaaS|Office Suite|SaaS,Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session is already authenticated.(Citation: Pass The Cookie)
T1552,Unsecured Credentials,False,credential-access,Windows|SaaS|IaaS|Linux|macOS|Containers|Network Devices|Office Suite|Identity Provider,"Adversaries may search compromised systems to find and obtain insecurely stored credentials. These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. [Shell History](https://attack.mitre.org/techniques/T1552/003)), operating "
T1552.001,Credentials In Files,True,credential-access,Containers|IaaS|Linux|macOS|Windows,"Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. These can be files created by users to store their own credentials, shared credential stores for a group of individuals, configuration files containing passwords f"
T1552.002,Credentials in Registry,True,credential-access,Windows,Adversaries may search the Registry on compromised systems for insecurely stored credentials. The Windows Registry stores configuration information that can be used by the system or other programs. Adversaries may query the Registry looking for credentials and passwords that have
T1552.003,Shell History,True,credential-access,Linux|macOS|Windows,Adversaries may search the command history on compromised systems for insecurely stored credentials.
T1552.004,Private Keys,True,credential-access,Linux|macOS|Network Devices|Windows,"Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials. Private cryptographic keys and certificates are used for authentication, encryption/decryption, and digital signatures.(Citation: Wikipedia Public Key Crypto) Common"
T1552.005,Cloud Instance Metadata API,True,credential-access,IaaS,Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.
T1552.006,Group Policy Preferences,True,credential-access,Windows,Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are tools that allow administrators to create domain policies with embedded credentials. These policies allow administrators to set local accounts.(Citation: Microsoft GPP 2016)
T1552.007,Container API,True,credential-access,Containers,"Adversaries may gather credentials via APIs within a containers environment. APIs in these environments, such as the Docker API and Kubernetes APIs, allow a user to remotely manage their container resources and cluster components.(Citation: Docker API)(Citation: Kubernetes API)"
T1552.008,Chat Messages,True,credential-access,SaaS|Office Suite,"Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication applications such as email, chat services like Slack or Teams, collaboration tools like Jira or Trello, and a"
T1553,Subvert Trust Controls,False,defense-impairment,Linux|macOS|Windows,Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs. Operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust. Examples of
T1553.001,Gatekeeper Bypass,True,defense-impairment,macOS,Adversaries may modify file attributes and subvert Gatekeeper functionality to evade user prompts and execute untrusted programs. Gatekeeper is a set of technologies that act as layer of Apple’s security model to ensure only trusted applications are executed on a host. Gatekeeper
T1553.002,Code Signing,True,defense-impairment,macOS|Windows,"Adversaries may create, acquire, or steal code signing materials to sign their malware or tools. Code signing provides a level of authenticity on a binary from the developer and a guarantee that the binary has not been tampered with. (Citation: Wikipedia Code Signing) The certifi"
T1553.003,SIP and Trust Provider Hijacking,True,defense-impairment,Windows,"Adversaries may tamper with SIP and trust provider components to mislead the operating system and application control tools when conducting signature validation checks. In user mode, Windows Authenticode (Citation: Microsoft Authenticode) digital signatures are used to verify a f"
T1553.004,Install Root Certificate,True,defense-impairment,Linux|macOS|Windows,"Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. Root certificates are used in public key cryptography to identify a root certificate authority (CA). When a root certificate is installed, the"
T1553.005,Mark-of-the-Web Bypass,True,defense-impairment,Windows,"Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls. In Windows, when files are downloaded from the Internet, they are tagged with a hidden NTFS Alternate Data Stream (ADS) named <code>Zone.Identifier</code> with a specific value known as the MO"
T1553.006,Code Signing Policy Modification,True,defense-impairment,macOS|Windows,Adversaries may modify code signing policies to enable execution of unsigned or self-signed code. Code signing provides a level of authenticity on a program from a developer and a guarantee that the program has not been tampered with. Security controls can include enforcement mec
T1554,Compromise Host Software Binary,False,persistence,ESXi|Linux|macOS|Windows,"Adversaries may modify host software binaries to establish persistent access to systems. Software binaries/executables provide a wide range of system commands or services, programs, and libraries. Common software binaries are SSH clients, FTP clients, email clients, web browsers,"
T1555,Credentials from Password Stores,False,credential-access,IaaS|Linux|macOS|Windows,"Adversaries may search for common password storage locations to obtain user credentials.(Citation: F-Secure The Dukes) Passwords are stored in several places on a system, depending on the operating system or application holding the credentials. There are also specific application"
T1555.001,Keychain,True,credential-access,macOS,"Adversaries may acquire credentials from Keychain. Keychain (or Keychain Services) is the macOS credential management system that stores account names, passwords, private keys, certificates, sensitive application data, payment data, and secure notes. There are three types of Keyc"
T1555.002,Securityd Memory,True,credential-access,Linux|macOS,An adversary with root access may gather credentials by reading `securityd`’s memory. `securityd` is a service/daemon responsible for implementing security protocols such as encryption and authorization.(Citation: Apple Dev SecurityD) A privileged adversary may be able to scan th
T1555.003,Credentials from Web Browsers,True,credential-access,Linux|macOS|Windows,Adversaries may acquire credentials from web browsers by reading files specific to the target browser.(Citation: Talos Olympic Destroyer 2018) Web browsers commonly save credentials such as website usernames and passwords so that they do not need to be entered manually in the fut
T1555.004,Windows Credential Manager,True,credential-access,Windows,"Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stores credentials for signing into websites, applications, and/or devices that request authentication through NTLM or Kerberos in Credential Lockers (previously known as Windows Vault"
T1555.005,Password Managers,True,credential-access,Linux|macOS|Windows,"Adversaries may acquire user credentials from third-party password managers.(Citation: ise Password Manager February 2019) Password managers are applications designed to store user credentials, normally in an encrypted database. Credentials are typically accessible after a user p"
T1555.006,Cloud Secrets Management Stores,True,credential-access,IaaS,"Adversaries may acquire credentials from cloud-native secret management solutions such as AWS Secrets Manager, GCP Secret Manager, Azure Key Vault, and Terraform Vault.  "
T1556,Modify Authentication Process,False,defense-impairment|persistence|credential-access,IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Security Authentication Server (LSASS) process and the Security Acc"
